Timestamp,cpu_usage_x,mem_usage_x,net_in_rate_x,net_out_rate_x,disk_in_rate_x,disk_out_rate_x,cpu_usage_y,mem_usage_y,net_in_rate_y,net_out_rate_y,disk_in_rate_y,disk_out_rate_y,avg_lat
1706414576,3.59,9.77,151.77,330.94,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.7838523510329137
1706414577,3.58,9.77,151.76,330.99,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.840688059378152
1706414578,3.58,9.77,151.71,330.98,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.9087821022335276
1706414579,3.57,9.77,151.66,330.97,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9016448215657986
1706414580,3.57,9.77,151.61,330.96,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9573994235419346
1706414581,3.56,9.77,151.56,330.96,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.7531170607271432
1706414582,3.55,9.77,151.51,330.95,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8662908224268001
1706414583,3.54,9.77,151.49,330.94,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.0580899998809357
1706414584,3.52,9.77,151.47,330.94,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9767401748383252
1706414585,3.51,9.77,151.45,330.93,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.1123394342393382
1706414586,3.49,9.77,151.43,330.93,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9016448215657986
1706414587,3.47,9.77,151.41,330.93,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8926733056920172
1706414588,3.49,9.77,151.44,330.99,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9670214477148172
1706414589,3.51,9.77,151.46,331.05,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.7382043437694289
1706414590,3.53,9.77,151.49,331.11,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.1235186314077525
1706414591,3.54,9.77,151.52,331.17,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9291039943981869
1706414592,3.56,9.77,151.55,331.23,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9478731401092417
1706414593,3.55,9.77,151.51,331.19,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.0166016975582859
1706414594,3.54,9.77,151.46,331.15,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9291039943981869
1706414595,3.54,9.77,151.42,331.11,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.3053424183127436
1706414596,3.53,9.77,151.38,331.07,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.0794648357474406
1706414597,3.52,9.77,151.34,331.03,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8662908224268001
1706414598,3.53,9.77,151.47,331.06,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9291039943981869
1706414599,3.54,9.77,151.61,331.08,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9478731401092417
1706414600,3.55,9.77,151.75,331.11,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8749971899356709
1706414601,3.56,9.77,151.88,331.13,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.8156897006048616
1706414602,3.57,9.77,152.02,331.15,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9865565767932698
1706414603,3.57,9.77,151.99,331.12,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9016448215657986
1706414604,3.57,9.77,151.96,331.09,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414605,3.57,9.77,151.93,331.06,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414606,3.57,9.77,151.9,331.03,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.0268187144767955
1706414607,3.56,9.77,151.87,331.0,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.3053424183127436
1706414608,3.57,9.77,151.84,330.96,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.0268187144767955
1706414609,3.57,9.77,151.8,330.92,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.006486341656703
1706414610,3.58,9.77,151.77,330.89,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8926733056920172
1706414611,3.58,9.77,151.74,330.85,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.7838523510329137
1706414612,3.59,9.77,151.7,330.82,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.7760528898240308
1706414613,3.59,9.77,151.75,330.78,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.2923540442362687
1706414614,3.58,9.77,151.8,330.75,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.840688059378152
1706414615,3.58,9.77,151.86,330.72,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8323230734222502
1706414616,3.57,9.77,151.91,330.69,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8158419723310907
1706414617,3.57,9.77,151.96,330.66,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9198592551896129
1706414618,3.57,9.77,151.99,330.55,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.7917301981301125
1706414619,3.57,9.77,152.03,330.45,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.7760528898240308
1706414620,3.57,9.77,152.07,330.34,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.7996872189069016
1706414621,3.57,9.77,152.1,330.24,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.7838523510329137
1706414622,3.57,9.77,152.14,330.13,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8491371148405675
1706414623,3.57,9.77,152.07,330.31,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.1123394342393382
1706414624,3.57,9.77,152.0,330.5,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414625,3.56,9.77,151.93,330.68,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.0580899998809357
1706414626,3.56,9.77,151.85,330.86,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9670214477148172
1706414627,3.56,9.77,151.78,331.04,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9107065026731097
1706414628,3.56,9.77,151.68,331.01,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9478731401092417
1706414629,3.56,9.77,151.58,330.97,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9767401748383252
1706414630,3.56,9.77,151.48,330.94,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.2541592099924381
1706414631,3.57,9.77,151.38,330.91,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414632,3.57,9.77,151.28,330.87,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.840688059378152
1706414633,3.57,9.77,151.46,330.84,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9198592551896129
1706414634,3.57,9.77,151.63,330.81,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9573994235419346
1706414635,3.57,9.77,151.8,330.78,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.1123394342393382
1706414636,3.57,9.77,151.98,330.75,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.594348830070651
1706414637,3.57,9.77,152.15,330.72,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9107065026731097
1706414638,3.57,9.77,152.0,330.84,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9016448215657986
1706414639,3.56,9.77,151.84,330.96,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9478731401092417
1706414640,3.56,9.77,151.69,331.09,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9767401748383252
1706414641,3.56,9.77,151.54,331.21,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.2923540442362687
1706414642,3.56,9.77,151.39,331.33,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414643,3.57,9.77,151.54,331.09,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.0687239811698264
1706414644,3.57,9.77,151.7,330.85,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.006486341656703
1706414645,3.57,9.77,151.86,330.61,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9573994235419346
1706414646,3.57,9.77,152.02,330.37,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,3.21062427320716
1706414647,3.57,9.77,152.17,330.13,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9107065026731097
1706414648,3.57,9.77,152.12,330.2,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9198592551896129
1706414649,3.57,9.77,152.06,330.26,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.0687239811698264
1706414650,3.56,9.77,152.01,330.32,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.399990422978581
1706414651,3.56,9.77,151.95,330.38,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9291039943981869
1706414652,3.55,9.77,151.9,330.45,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414653,3.56,9.77,151.81,330.55,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414654,3.57,9.77,151.71,330.66,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414655,3.57,9.77,151.62,330.76,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.1811226634389183
1706414656,3.58,9.77,151.53,330.87,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8077242090719897
1706414657,3.59,9.77,151.43,330.98,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9107065026731097
1706414658,3.59,9.77,151.34,331.05,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8837910578927018
1706414659,3.58,9.77,151.25,331.13,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8837910578927018
1706414660,3.58,9.77,151.16,331.21,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.037138414122438
1706414661,3.58,9.77,151.07,331.29,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.3053424183127436
1706414662,3.58,9.77,150.98,331.37,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.0268187144767955
1706414663,3.58,9.77,151.21,331.18,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9865565767932698
1706414664,3.58,9.77,151.44,330.98,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9964716352280271
1706414665,3.58,9.77,151.67,330.79,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9767401748383252
1706414666,3.58,9.77,151.9,330.6,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.0580899998809357
1706414667,3.58,9.77,152.13,330.41,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9767401748383252
1706414668,3.58,9.77,152.01,330.58,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9767401748383252
1706414669,3.58,9.77,151.89,330.74,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9016448215657986
1706414670,3.58,9.77,151.76,330.9,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9478731401092417
1706414671,3.58,9.77,151.64,331.07,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9291039943981869
1706414672,3.58,9.77,151.52,331.23,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9107065026731097
1706414673,3.58,9.77,151.65,331.03,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.2541592099924381
1706414674,3.58,9.77,151.78,330.82,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9670214477148172
1706414675,3.58,9.77,151.91,330.62,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414676,3.58,9.77,152.04,330.41,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9291039943981869
1706414677,3.58,9.77,152.17,330.2,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9291039943981869
1706414678,3.58,9.77,152.14,330.29,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.0580899998809357
1706414679,3.59,9.77,152.1,330.38,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.1235186314077525
1706414680,3.59,9.77,152.07,330.47,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9478731401092417
1706414681,3.59,9.77,152.04,330.55,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8491371148405675
1706414682,3.59,9.77,152.01,330.64,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9016448215657986
1706414683,3.59,9.77,152.02,330.63,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.1811226634389183
1706414684,3.59,9.77,152.04,330.61,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.0794648357474406
1706414685,3.59,9.77,152.05,330.6,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9198592551896129
1706414686,3.59,9.77,152.07,330.58,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.229325193750036
1706414687,3.59,9.77,152.08,330.57,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414688,3.59,9.77,152.02,330.61,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414689,3.59,9.77,151.96,330.65,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414690,3.59,9.77,151.89,330.69,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.0166016975582859
1706414691,3.6,9.77,151.83,330.73,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8323230734222502
1706414692,3.6,9.77,151.76,330.76,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8158419723310907
1706414693,3.6,9.77,151.73,330.79,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9107065026731097
1706414694,3.6,9.77,151.7,330.82,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9016448215657986
1706414695,3.6,9.77,151.67,330.86,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9107065026731097
1706414696,3.6,9.77,151.63,330.89,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414697,3.6,9.77,151.6,330.92,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9964716352280271
1706414698,3.6,9.77,151.56,330.94,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414699,3.59,9.77,151.52,330.97,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.1235186314077525
1706414700,3.58,9.77,151.47,331.0,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.594348830070651
1706414701,3.58,9.77,151.43,331.02,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9016448215657986
1706414702,3.57,9.77,151.39,331.05,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.8491371148405675
1706414703,3.57,9.77,151.51,331.09,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.006486341656703
1706414704,3.57,9.77,151.63,331.13,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9478731401092417
1706414705,3.58,9.77,151.75,331.17,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9384416447804566
1706414706,3.58,9.77,151.87,331.22,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,1.1693702965750754
1706414707,3.58,9.77,151.99,331.26,0.0,0.0,0.0,199.99,1000.0,1000.0,200.0,200.0,0.9670214477148172
1706414708,3.58,9.77,151.9,331.21,0.0,0.0,0.0,199.99,996.1,999.98,200.0,200.0,0.9291039943981869
1706414709,3.58,9.77,151.8,331.17,0.0,0.0,0.0,199.99,992.2,999.97,200.0,200.0,0.9573994235419346
1706414710,3.58,9.77,151.7,331.12,0.0,0.0,0.01,199.99,988.3,999.95,200.0,200.0,0.9291039943981869
1706414711,3.57,9.77,151.6,331.08,0.0,0.0,0.01,199.99,984.39,999.93,200.0,200.0,0.9384416447804566
1706414712,3.57,9.77,151.51,331.03,0.0,0.0,0.01,199.99,980.49,999.92,200.0,200.0,0.9573994235419346
1706414713,3.57,9.77,151.59,331.01,0.0,0.0,0.02,199.99,974.81,999.89,200.0,200.0,1.1811226634389183
1706414714,3.57,9.77,151.67,330.99,0.0,0.0,0.02,199.99,969.12,999.87,200.0,200.0,1.1012714719413006
1706414715,3.57,9.77,151.75,330.96,0.0,0.0,0.02,199.99,963.43,999.84,200.0,200.0,0.9291039943981869
1706414716,3.57,9.77,151.83,330.94,0.0,0.0,0.02,199.99,957.75,999.82,200.0,200.0,0.9478731401092417
1706414717,3.57,9.77,151.91,330.92,0.0,0.0,0.03,199.99,952.06,999.8,200.0,200.0,0.8837910578927018
1706414718,3.58,9.77,151.9,330.87,0.0,0.0,0.03,199.99,952.09,999.8,200.0,200.0,1.0687239811698264
1706414719,3.58,9.77,151.89,330.82,0.0,0.0,0.03,199.99,952.12,999.8,200.0,200.0,0.9767401748383252
1706414720,3.59,9.77,151.88,330.77,0.0,0.0,0.03,199.99,952.15,999.8,200.0,200.0,1.1693702965750754
1706414721,3.59,9.77,151.86,330.71,0.0,0.0,0.03,199.99,952.18,999.8,200.0,200.0,0.8926733056920172
1706414722,3.6,9.77,151.85,330.66,0.0,0.0,0.03,199.99,952.22,999.8,200.0,200.0,1.3860602855203714
1706414723,3.59,9.77,151.75,330.79,0.0,0.0,0.03,199.99,952.16,999.8,200.0,200.0,1.192993143553377
1706414724,3.57,9.77,151.66,330.92,0.0,0.0,0.03,199.99,952.1,999.8,200.0,200.0,1.0580899998809357
1706414725,3.56,9.77,151.56,331.05,0.0,0.0,0.03,199.99,952.04,999.8,200.0,200.0,1.0166016975582859
1706414726,3.55,9.77,151.47,331.18,0.0,0.0,0.03,199.99,951.99,999.79,200.0,200.0,1.2794949066411827
1706414727,3.54,9.77,151.37,331.31,0.0,0.0,0.03,199.99,951.93,999.79,200.0,200.0,0.9291039943981869
1706414728,3.55,9.77,151.47,331.23,0.0,0.0,0.03,199.99,951.97,999.79,200.0,200.0,1.1123394342393382
1706414729,3.55,9.77,151.56,331.14,0.0,0.0,0.03,199.99,952.01,999.79,200.0,200.0,0.9670214477148172
1706414730,3.56,9.77,151.66,331.06,0.0,0.0,0.03,199.99,952.05,999.79,200.0,200.0,0.840688059378152
1706414731,3.56,9.77,151.75,330.98,0.0,0.0,0.03,199.99,952.09,999.79,200.0,200.0,1.0794648357474406
1706414732,3.57,9.77,151.85,330.89,0.0,0.0,0.03,199.99,952.13,999.79,200.0,200.0,1.0794648357474406
1706414733,3.56,9.77,151.81,330.85,0.0,0.0,0.03,199.99,952.13,999.79,200.0,200.0,0.8576710847220836
1706414734,3.56,9.77,151.78,330.81,0.0,0.0,0.03,199.99,952.14,999.79,200.0,200.0,1.192993143553377
1706414735,3.56,9.77,151.74,330.77,0.0,0.0,0.03,199.99,952.15,999.79,200.0,200.0,1.2667637196030104
1706414736,3.56,9.77,151.71,330.72,0.0,0.0,0.03,199.99,952.15,999.79,200.0,200.0,1.1012714719413006
1706414737,3.56,9.77,151.67,330.68,0.0,0.0,0.03,199.99,952.16,999.79,200.0,200.0,0.9291039943981869
1706414738,3.55,9.77,151.7,330.78,0.0,0.0,0.03,199.99,952.14,999.79,200.0,200.0,1.3450960133122145
1706414739,3.55,9.77,151.74,330.87,0.0,0.0,0.03,199.99,952.13,999.79,200.0,200.0,1.1693702965750754
1706414740,3.55,9.77,151.77,330.97,0.0,0.0,0.03,199.99,952.11,999.79,200.0,200.0,1.3184613277188386
1706414741,3.55,9.77,151.8,331.06,0.0,0.0,0.03,199.99,952.09,999.8,200.0,200.0,1.1123394342393382
1706414742,3.54,9.77,151.83,331.16,0.0,0.0,0.03,199.99,952.08,999.8,200.0,200.0,0.8749971899356709
1706414743,3.54,9.77,151.85,331.12,0.0,0.0,0.03,199.99,952.07,999.8,200.0,200.0,0.8926733056920172
1706414744,3.55,9.77,151.87,331.08,0.0,0.0,0.03,199.99,952.07,999.8,200.0,200.0,1.2794949066411827
1706414745,3.55,9.77,151.9,331.04,0.0,0.0,0.03,199.99,952.06,999.79,200.0,200.0,1.1012714719413006
1706414746,3.55,9.77,151.92,331.0,0.0,0.0,0.03,199.99,952.06,999.79,200.0,200.0,0.9384416447804566
1706414747,3.55,9.77,151.94,330.96,0.0,0.0,0.03,199.99,952.05,999.79,200.0,200.0,0.9478731401092417
1706414748,3.55,9.77,151.9,330.91,0.0,0.0,0.03,199.99,952.08,999.79,200.0,200.0,0.9670214477148172
1706414749,3.56,9.77,151.87,330.87,0.0,0.0,0.03,199.99,952.1,999.79,200.0,200.0,0.9384416447804566
1706414750,3.56,9.77,151.83,330.82,0.0,0.0,0.03,199.99,952.12,999.79,200.0,200.0,1.2541592099924381
